y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.0,-2.128,1.118,2.214,0.537,1.039,0.283,0.192,-1.126,-0.899,0.496,-2.34,-2.018,-0.831,-4.318,-8.137,0.3,2.706,-1.59,3.265,2.702
0.0,2.356,-3.922,-3.649,1.276,-1.217,-0.145,-1.219,-0.654,-1.352,-2.565,1.895,-2.355,0.148,-2.299,-4.05,4.879,-1.984,0.495,6.605,0.113
0.0,-0.013,-1.754,2.211,-3.699,2.626,-2.808,-1.759,3.069,0.49,2.121,2.74,-1.251,-2.352,-1.182,-1.138,0.486,4.297,-3.555,1.046,3.965
2.0,0.771,-2.684,3.446,-1.578,-1.511,4.802,0.324,-4.231,-2.491,-0.93,0.734,9.184,-4.114,-3.435,0.457,2.203,-1.272,-1.789,-2.935,-2.126
1.0,-1.983,9.755,1.929,-0.33,1.2,-1.397,-3.228,-4.601,-3.469,2.583,3.327,-3.401,0.32,0.572,-5.154,2.374,1.611,0.744,3.734,6.004
2.0,-5.299,-1.606,2.996,-2.717,-0.946,1.218,-4.078,2.887,0.045,-1.823,-3.249,-1.078,1.924,-3.216,-5.041,-2.698,-2.59,-0.229,-3.538,-1.729
1.0,-2.084,1.18,1.624,1.652,-4.055,-4.124,-2.358,-4.068,-2.727,0.061,0.383,-1.735,0.39,1.367,-2.678,0.516,-0.789,-4.49,0.697,2.21
1.0,-1.277,2.497,1.129,0.539,2.342,3.051,-1.376,0.167,-0.236,1.825,-3.398,0.74,-5.971,-0.063,1.376,4.811,2.15,-0.827,1.334,-1.552
1.0,-2.083,2.265,3.024,1.412,-8.188,-1.546,0.877,-0.578,0.623,-2.364,-5.339,6.264,-0.268,-4.751,2.434,3.845,-6.04,6.329,4.588,-0.3
2.0,1.307,-3.819,0.491,-5.127,-1.49,-1.63,-2.58,-2.339,0.229,4.1,-1.081,2.509,-2.057,3.282,-4.817,-3.639,-5.681,-2.378,-1.802,3.935
1.0,0.392,-0.272,5.577,2.832,2.02,-0.639,0.11,-3.236,0.655,-3.761,0.005,0.915,2.583,-0.516,-1.325,-1.661,4.743,-0.495,2.398,3.893
0.0,-1.292,0.553,-1.642,-2.499,3.807,-0.6,2.064,1.637,-1.098,1.226,5.222,-3.704,-3.694,-4.497,0.606,1.131,0.854,-3.843,0.224,0.068
2.0,-3.805,1.976,2.668,-0.087,2.122,3.778,1.102,-2.936,2.164,-2.015,-3.309,6.222,-1.101,-1.854,-2.144,-1.749,-1.428,-5.606,-6.153,-0.248
1.0,-3.693,1.941,3.154,-2.677,6.195,-0.488,1.302,-0.962,-6.566,2.361,-5.318,3.403,-2.795,4.466,-4.9,-1.456,5.664,-4.367,1.729,0.119
2.0,-4.115,-3.079,0.467,-6.285,1.624,1.022,-2.428,-1.706,-3.747,-1.218,-5.098,3.383,1.106,-1.371,-5.662,-4.011,-2.34,-5.694,-5.108,2.693
2.0,-0.035,2.549,-0.12,-4.517,-2.302,-3.622,0.717,-1.619,-1.635,2.938,-0.251,0.502,1.013,1.886,0.968,-0.497,-0.463,-0.816,4.234,0.812
0.0,0.347,5.795,-7.657,1.191,1.132,-1.87,-3.309,-4.205,2.435,6.563,-5.952,0.583,0.346,1.922,-0.606,-2.064,-2.662,1.074,2.028,-9.514
1.0,1.988,0.817,3.645,3.964,5.969,-1.454,-2.202,-1.637,2.414,-0.347,1.475,-2.0,2.973,0.971,-3.991,-3.16,1.325,-2.416,1.882,6.139
2.0,0.417,-0.072,0.606,-1.352,-2.995,-3.497,3.53,0.586,0.462,2.047,2.323,-3.42,-0.634,4.131,1.007,-1.267,-0.102,-1.22,2.0,1.12
0.0,-0.517,-3.813,-3.314,-3.496,7.008,0.14,1.651,-6.582,-1.146,3.635,2.635,-1.368,0.232,-1.867,0.463,0.879,2.861,-1.75,0.742,-1.803
1.0,-3.778,1.629,-0.606,-2.64,4.881,-0.608,-3.53,-1.517,1.655,-0.181,-2.853,-7.91,2.738,3.14,-5.967,1.889,-0.423,1.149,2.578,2.616
0.0,-0.324,1.362,-0.728,2.034,3.22,-1.762,-1.848,-3.744,6.545,3.724,0.675,-1.462,-1.06,4.734,2.411,-1.933,0.595,4.527,-1.208,-0.444
2.0,2.569,-1.28,2.576,-4.49,-0.012,-0.488,0.752,-1.142,-1.784,1.324,1.742,0.343,0.157,-2.405,2.248,3.056,0.238,-1.903,1.127,-0.219
2.0,2.081,1.538,-2.829,-2.211,1.876,-0.257,-0.105,1.508,3.612,2.655,1.024,-2.633,1.783,-3.807,1.152,-3.837,1.598,-4.765,1.127,1.549
2.0,-0.395,-3.283,-3.779,-1.608,-3.29,4.427,2.937,-4.14,-0.938,2.147,-1.876,-0.447,0.592,0.535,-1.898,-3.383,-3.496,-1.479,-3.581,2.839
1.0,-2.192,-2.072,4.992,5.959,-5.07,0.133,-0.756,2.289,0.045,-1.448,-5.032,1.704,0.465,-2.502,-2.704,-1.129,-0.151,-0.357,1.059,-3.207
0.0,-2.898,-0.207,-3.311,-3.971,2.919,-2.261,-2.192,0.389,1.003,-3.339,-1.808,4.655,-1.386,1.41,0.465,1.285,-2.419,-2.371,-4.835,-4.136
2.0,2.94,-0.436,0.158,-0.118,-1.405,-0.576,5.466,-2.202,-0.671,-1.253,2.103,-3.78,-3.134,-1.091,0.863,-0.343,-0.508,-2.129,-0.424,2.525
2.0,-0.225,4.381,2.417,-5.231,-0.083,2.117,0.212,-2.382,8.69,1.672,-2.634,-1.897,-3.393,0.455,-6.399,-2.316,-4.886,-1.261,-4.054,-5.138
2.0,-1.563,-1.81,1.558,-4.352,-4.701,0.302,0.309,-2.854,0.385,-4.927,1.406,4.662,-2.134,-0.351,-0.138,-0.828,-1.952,-2.887,-1.924,-2.423
2.0,-0.563,-1.336,0.931,1.333,-2.94,-0.015,1.656,-0.57,0.569,5.533,-0.033,-1.75,-1.517,3.071,-3.469,0.128,-1.982,-1.209,7.007,-0.948
1.0,-2.539,4.301,4.855,0.474,5.8,1.133,-7.991,-3.088,-0.446,0.897,3.623,-9.174,-8.027,1.527,-1.845,3.454,-4.514,-1.667,2.791,4.488
2.0,0.593,0.518,-0.965,-0.357,-1.582,4.475,-1.717,-5.116,2.374,1.376,-1.566,1.555,-3.872,0.755,-2.289,-3.851,-1.102,2.015,-3.136,0.741
1.0,-2.952,3.867,2.743,4.463,-2.166,-0.294,-0.115,3.423,-1.777,-1.987,-2.507,0.959,-0.016,-2.556,-0.009,0.551,-2.144,0.905,-4.003,-1.904
1.0,-0.776,4.389,2.516,4.569,-0.522,-4.995,-3.068,-6.319,0.262,1.917,2.202,0.004,1.279,0.121,-4.189,-0.133,-1.786,1.319,3.72,-1.158
0.0,4.333,2.586,-2.487,0.289,-2.298,-3.088,-1.962,0.24,-3.222,6.543,-4.249,-0.143,0.492,0.953,-2.137,-2.027,0.126,-3.485,1.447,2.353
0.0,-3.331,-0.891,-4.146,-6.989,4.626,-3.401,-3.225,-1.654,1.119,-3.513,-3.881,1.126,4.769,1.493,4.664,-2.376,-3.378,3.263,-3.339,-4.291
0.0,-5.883,3.957,-1.232,-4.398,5.259,0.124,-3.289,1.237,3.718,0.524,-3.31,4.004,-1.629,2.604,0.967,-1.357,-4.356,6.073,-2.132,-0.78
1.0,0.445,3.171,-0.212,3.054,0.208,-3.902,-3.712,-3.195,-3.047,3.372,-0.656,-6.033,2.178,0.339,-3.764,2.677,4.423,-0.249,4.208,2.739
2.0,-4.462,-0.029,0.825,-1.615,-0.119,3.273,-1.226,-1.632,2.092,-4.396,-2.387,1.903,-1.323,-3.13,-0.057,0.501,-0.471,-0.739,-4.168,2.598
1.0,-2.656,1.739,6.589,3.35,-5.323,-1.442,1.104,1.34,0.762,-2.384,-2.086,1.042,-0.968,-1.683,-0.241,5.765,-0.389,1.932,4.679,2.428
2.0,-0.859,-2.839,3.683,-1.211,-1.813,-2.422,1.437,-0.194,-2.916,5.216,1.74,0.235,-3.113,1.083,-3.137,3.751,1.703,-0.423,5.876,1.894
2.0,-2.338,2.701,1.708,-4.898,0.519,4.834,-4.473,-3.325,1.929,0.653,-1.712,2.499,-4.555,-1.829,-5.287,-0.528,0.725,-0.017,-1.847,2.693
2.0,-3.373,-3.222,3.523,-1.2,-1.753,-0.708,-3.587,1.335,-1.922,-3.524,-1.106,3.515,-0.061,-4.403,-3.37,2.803,-0.173,-1.208,0.804,0.322
2.0,-3.549,1.184,-3.156,-5.318,1.152,6.094,-2.185,-3.531,-0.377,-3.753,-4.591,5.037,-0.386,-0.202,-2.319,-4.138,-3.066,-2.467,-5.841,5.489
2.0,2.587,-2.31,0.949,-2.316,2.431,-4.175,-2.831,-1.837,-1.114,2.455,4.542,-2.335,-1.49,-0.447,1.9,-1.414,-3.241,0.952,4.66,-0.783
1.0,1.028,1.048,4.584,3.998,-1.342,-0.026,-3.613,6.374,4.524,-3.459,-0.555,-1.385,1.176,-0.082,-1.264,-0.344,0.598,1.793,1.862,1.213
2.0,1.189,-0.593,0.558,-6.87,-1.008,0.835,3.056,1.129,2.973,1.507,5.051,0.789,-0.359,2.154,-0.969,0.637,-2.257,-5.317,-0.921,4.466
0.0,-4.268,-0.62,-2.161,-1.248,3.057,-2.709,-3.546,-2.001,2.909,1.028,-0.668,4.197,-0.824,-1.434,-0.895,-2.618,0.491,1.727,-2.143,-5.429
1.0,-1.516,-4.157,3.47,2.653,-5.149,-2.857,-2.348,8.276,-0.043,-6.707,-1.289,1.101,0.323,-1.419,2.104,0.199,2.174,-0.001,-0.728,-1.436
1.0,-1.899,-0.638,-0.628,4.757,1.873,-2.471,-0.321,-0.812,0.061,4.002,-2.302,-2.195,2.039,2.68,-2.136,-0.579,5.322,-0.426,0.585,2.928
1.0,1.238,-3.828,5.544,0.034,-2.33,0.555,-4.589,2.906,1.246,-3.401,-0.179,-3.151,-3.079,-1.323,-5.681,-1.687,4.121,-0.037,1.331,-2.897
1.0,-0.743,-0.08,0.749,1.823,-0.803,-3.433,-2.437,-2.895,-0.048,4.471,-0.327,0.133,-1.098,0.107,-3.064,2.784,0.812,-0.021,2.37,1.695
0.0,0.421,-0.061,0.598,-2.44,4.433,0.928,-2.646,3.098,-0.985,0.38,3.131,-3.651,-5.591,-5.025,-2.244,1.941,2.727,-2.28,2.127,0.373
2.0,-2.602,-6.064,2.059,-1.405,-4.108,1.016,-4.401,-1.691,-3.78,-1.24,-5.764,-0.404,-1.441,-1.895,1.677,-4.581,0.056,-0.624,0.199,-2.719
1.0,-2.154,1.132,0.955,3.369,2.421,-1.078,-1.607,-0.217,2.755,3.052,-0.697,-2.964,-1.048,3.28,-0.373,0.22,-0.225,-0.429,0.891,3.385
1.0,-2.108,0.692,-4.342,2.332,0.759,3.399,-0.473,2.49,-1.137,3.546,-0.453,-4.085,1.95,0.63,1.241,3.413,1.367,0.502,-1.011,7.189
0.0,-0.378,-0.044,-0.598,-3.032,1.866,-5.916,-1.595,3.242,-1.108,3.334,1.836,-1.006,-4.185,-7.43,1.192,1.088,3.227,-6.198,0.346,2.543
0.0,2.705,3.413,-4.43,0.662,-2.744,-0.752,-1.031,2.276,-3.944,3.212,-3.599,-0.972,-0.692,0.497,-3.912,-1.046,-1.171,-0.984,0.065,2.581
0.0,-2.54,4.5,-1.08,0.358,3.755,-3.363,-1.659,-6.047,3.162,0.669,-0.877,2.352,1.01,5.093,0.062,-4.459,-2.034,0.169,-0.398,-2.004
2.0,-1.668,-2.032,0.465,-0.016,-2.625,1.225,-0.497,1.447,3.188,-2.167,-1.963,-0.051,-3.474,-2.374,-1.646,-1.269,0.028,0.974,-1.356,-1.84
2.0,-0.507,-1.534,1.087,-2.71,-5.146,-1.16,4.245,-1.61,2.275,-1.27,2.085,0.356,-2.652,1.108,-1.425,-0.068,-0.2,-5.894,1.954,-1.006
2.0,2.075,-0.759,-1.66,-2.075,-3.563,0.427,5.511,-0.833,-0.197,0.405,6.004,-4.66,-2.583,0.987,4.059,1.771,-1.989,-3.872,1.417,3.342
2.0,-2.329,-2.515,1.05,-2.115,-2.514,2.234,-2.186,-1.765,-2.506,-2.537,-3.58,2.234,1.155,-3.004,-2.562,0.702,-0.92,-1.238,-1.642,-0.137
0.0,-0.257,-1.474,-3.078,-4.802,4.534,-2.532,-5.842,-0.452,3.148,1.782,-5.914,2.684,-3.389,-0.049,0.117,0.192,-0.902,3.482,-5.09,-7.617
1.0,-6.797,-1.389,2.748,4.012,0.592,-2.877,-2.906,4.462,-3.132,-5.661,2.543,-1.973,2.317,2.663,-3.349,4.815,-1.765,-1.057,-3.119,4.437
1.0,-0.975,-3.685,-0.255,2.112,-1.754,-1.614,-1.653,-1.078,-0.804,0.797,-0.94,2.956,0.999,-2.238,-1.414,2.626,-0.954,1.699,-0.708,2.447
2.0,-3.398,-1.44,3.409,-4.574,-2.406,1.428,-1.177,2.396,4.069,-4.101,3.429,-0.671,-2.478,-2.815,-1.323,0.511,-2.896,1.432,-0.696,-3.49
2.0,1.845,-5.064,4.278,-2.266,-3.882,-0.027,1.517,-0.668,0.018,-0.335,1.151,6.692,-3.678,0.555,-0.406,0.02,-4.162,-1.468,-4.025,-3.784
0.0,-5.186,4.021,-0.631,3.077,6.943,0.662,-2.957,-5.249,3.482,2.857,-1.925,6.012,-4.734,6.505,-2.203,-3.12,-1.451,4.713,-1.067,-2.387
0.0,-2.396,0.359,-0.539,-1.676,4.41,1.802,-2.796,-1.21,1.465,0.988,-4.354,6.868,-3.902,-3.076,-3.605,0.788,-3.828,0.322,-5.283,-2.848
0.0,-1.443,5.167,1.373,-1.676,5.334,0.224,-0.782,0.647,1.499,0.76,-3.067,3.827,-0.354,4.169,1.507,-1.385,-1.588,-0.789,-2.853,-3.639
1.0,-8.37,3.147,-3.212,-5.527,0.461,6.118,1.537,0.774,-1.599,5.656,1.514,-5.037,-1.024,1.672,-0.647,7.615,-4.755,-5.915,-4.519,5.668
1.0,1.35,3.077,1.75,2.955,-2.361,-8.004,-2.72,-4.985,0.062,5.204,3.033,-4.708,0.523,3.232,-4.472,4.652,-7.138,-0.497,0.615,4.173
2.0,2.765,1.012,0.259,-2.592,-1.603,1.872,-2.79,-4.664,-0.327,1.82,1.272,-5.317,0.066,6.373,2.13,-5.366,-4.77,1.968,2.05,-3.259
2.0,-0.41,-2.276,2.352,-1.422,1.101,-3.665,-7.706,-0.438,-0.955,-0.959,-2.438,-0.495,-0.064,1.879,-1.139,-6.918,-2.968,-1.672,-1.682,0.188
1.0,2.531,-0.467,3.062,2.87,-1.492,-1.459,-3.025,5.166,0.129,-2.766,1.019,-1.199,-0.717,-1.174,-1.33,-1.861,2.396,0.845,-3.211,-3.727
1.0,-2.139,3.903,-0.746,-1.517,-4.008,-5.284,-2.919,-4.596,-2.269,3.601,0.122,5.845,2.186,-1.125,-5.887,1.188,-0.768,-4.962,1.832,-1.676
2.0,1.959,-0.46,-1.759,0.995,2.776,-2.319,1.528,-0.427,2.213,2.789,2.211,-2.628,-2.194,0.493,-1.357,0.221,-5.353,-1.19,0.505,-1.528
0.0,2.858,-0.418,-7.435,0.249,4.545,3.566,2.5,-1.076,-0.494,-0.443,2.331,0.11,-0.796,-4.851,-4.649,-1.15,-1.691,1.385,-0.169,-1.562
1.0,-0.139,2.209,-0.377,-4.86,-3.887,-6.015,2.019,-1.568,-0.357,-8.079,3.283,0.074,1.809,2.066,-2.432,-1.58,0.232,3.051,2.994,3.152
1.0,-0.889,0.405,-2.922,2.693,0.427,2.801,-0.63,2.73,2.375,-2.579,-7.093,0.585,1.449,-2.695,-2.267,1.897,-1.748,-3.804,2.28,0.773
0.0,2.51,-0.201,6.044,-1.68,2.16,-5.262,3.484,3.714,-1.061,3.314,0.29,-5.921,-1.468,0.648,-0.773,-2.38,1.193,-6.053,0.594,1.655
1.0,-1.541,3.255,-2.326,4.185,-0.006,-0.059,-2.443,0.845,2.853,3.369,-2.286,-1.882,-2.05,5.646,1.905,2.962,2.067,0.434,-1.546,4.677
2.0,-1.041,3.467,2.433,-1.363,-4.016,0.43,2.019,-4.379,6.66,-1.404,1.558,0.653,-2.214,0.013,-0.691,-0.747,-2.636,-4.457,1.412,-8.738
1.0,0.689,2.873,7.404,-1.054,6.386,2.312,-0.309,-1.331,0.711,-2.494,-0.377,1.58,-4.076,6.922,-0.451,-2.553,6.98,-3.986,-1.242,6.009
1.0,-1.44,1.191,1.161,0.712,-5.038,-1.467,-0.391,2.222,-2.831,-3.685,-1.769,0.578,-1.937,0.715,-5.247,-3.853,-0.195,-2.426,-4.126,-0.423
2.0,-2.501,-2.781,-3.68,-5.966,-5.675,-2.372,-2.564,-2.871,-2.922,2.054,-2.838,-1.642,0.078,1.618,-4.993,-6.571,-4.219,0.003,-2.132,1.105
0.0,-2.81,1.388,-5.907,-2.933,0.669,-1.526,-4.296,1.339,0.104,0.569,4.423,1.196,-1.872,-6.311,-1.111,2.553,2.219,-2.267,2.635,3.873
2.0,3.491,3.474,-2.042,-1.264,-1.484,4.04,4.409,-1.791,0.244,-2.217,-0.852,-5.519,-0.978,1.562,5.087,0.532,-4.99,0.717,0.542,-2.744
0.0,-1.915,0.964,1.708,-4.252,3.093,-2.799,-3.779,4.132,0.074,1.677,4.373,-4.503,-2.555,-0.237,-0.584,-0.288,2.349,-2.738,1.882,3.432
2.0,-2.662,-1.627,2.692,-4.545,-3.257,-0.487,-4.041,-3.252,0.343,-3.685,3.786,5.11,-3.269,-2.218,1.421,-0.102,-3.545,-0.175,1.481,-0.864
0.0,-3.638,1.377,0.244,-2.848,3.972,0.519,1.688,-2.402,1.55,-1.371,-3.625,6.845,0.467,1.156,-0.055,-4.2,-3.728,0.997,-2.912,-1.133
2.0,-1.787,-2.379,2.37,-2.845,-3.445,4.629,-0.297,3.049,4.382,-2.02,-2.211,1.572,-4.398,-3.855,-4.723,2.135,0.2,2.262,-1.805,1.284
2.0,-2.019,0.948,-1.965,-0.65,-3.987,0.805,3.475,0.647,5.811,1.536,-1.786,-0.482,2.553,2.951,2.462,-1.677,-0.302,-7.112,-3.498,4.319
0.0,4.4,-0.515,2.714,1.166,2.037,-3.789,0.121,8.169,-2.129,-1.53,4.753,-7.648,-6.235,-0.87,0.319,1.779,0.606,0.502,2.01,1.081
2.0,2.79,-1.857,4.209,2.206,-3.832,-1.462,-1.866,-5.93,-6.258,-1.899,-5.702,1.821,-2.338,-1.016,-0.443,2.782,-2.773,-1.89,1.856,1.528
2.0,-2.336,-5.161,3.05,-2.313,-0.93,0.151,-1.576,0.705,2.4,0.22,-1.396,-1.812,-0.779,-2.814,-2.425,0.185,-1.781,-1.101,0.728,-3.799
1.0,-4.211,-1.638,-0.06,-0.851,-0.175,-1.372,1.887,0.258,0.639,5.096,0.869,-5.742,2.843,-1.213,-1.571,3.285,-2.503,-7.373,3.052,5.759
2.0,-3.554,-0.039,7.591,-5.897,0.073,-3.741,-3.293,0.275,5.858,-4.194,0.875,1.537,-3.0,-2.104,-1.222,0.805,-2.317,-6.977,3.174,-5.561
0.0,5.693,-6.016,-3.065,1.706,5.842,-0.675,1.971,0.961,-3.198,-0.315,3.924,-1.914,-0.799,-0.682,2.902,-4.182,-0.023,0.248,-1.898,2.019
1.0,-4.637,0.767,-0.842,3.554,-2.236,-0.827,-0.719,-0.991,-0.218,2.309,-1.094,-1.216,0.916,4.143,-1.2,3.248,-3.792,0.213,-5.466,2.531
1.0,-0.278,3.54,1.426,1.061,0.52,-5.771,1.773,2.811,0.77,-4.382,-3.277,-4.27,4.581,3.019,-2.799,1.927,-2.799,1.705,2.233,6.717
1.0,-1.205,6.02,-0.138,1.385,3.341,-5.278,-2.565,0.967,1.584,-1.461,1.591,-3.316,3.726,6.21,1.165,0.43,-3.38,0.406,1.445,4.887
1.0,0.895,-3.452,-0.58,6.696,3.936,1.358,-3.132,2.636,-2.391,-2.291,-5.255,-3.455,-3.824,3.611,6.93,0.874,4.405,1.127,0.309,1.718
0.0,3.392,-0.1,-0.448,-1.705,1.741,-1.226,2.618,2.132,-1.278,2.573,-1.331,-0.659,0.022,-2.948,-4.059,2.27,1.38,-2.776,0.425,-0.534
0.0,-1.641,4.386,-2.203,-2.938,1.331,-1.515,0.975,-2.742,0.767,-0.739,-1.913,-1.001,2.806,1.456,0.853,-1.473,-1.966,1.147,-3.702,1.354
2.0,-3.287,-2.129,-0.429,1.274,-5.262,-3.439,2.529,-2.187,-0.29,0.11,-1.598,-2.013,-1.654,0.592,-1.655,-3.186,-0.259,-4.493,5.772,-5.392
0.0,0.277,-1.873,-0.378,-2.342,2.22,-3.466,2.227,1.941,-2.655,1.666,1.839,-0.087,-2.659,-3.103,-0.072,1.266,2.709,-4.349,-0.303,1.626
0.0,-2.506,9.917,-5.263,-2.645,3.716,-1.942,1.497,-4.394,2.828,5.217,-0.922,0.692,2.791,-0.277,0.685,-6.979,3.976,0.191,-3.511,-0.526
0.0,-0.442,-0.095,-1.615,-2.654,2.758,-5.705,-2.931,-2.228,-4.853,7.465,-0.892,2.902,3.157,-0.448,3.09,-0.89,-1.042,-2.559,1.109,1.025
0.0,-1.739,2.529,-4.14,-4.083,1.275,0.738,-0.892,1.332,-1.285,1.665,-2.635,1.641,5.797,-1.501,4.581,-2.555,2.248,0.822,-5.511,-3.488
2.0,2.464,-1.934,3.633,-6.138,-1.848,-3.054,-5.303,-3.1,-1.018,-0.567,0.111,4.829,-4.728,3.511,0.092,-7.616,-8.191,0.428,-4.536,1.023
1.0,-1.003,-4.543,2.415,3.292,-1.342,-0.474,-4.329,-0.463,0.605,2.149,0.253,-3.119,-0.741,3.102,-4.983,4.442,1.334,0.575,0.401,-0.921
1.0,-3.576,-1.492,3.662,3.098,-2.37,-2.302,-0.02,-2.248,1.712,0.024,-0.154,0.614,0.641,-3.078,-1.074,1.421,-2.842,0.263,-1.322,-1.534
2.0,5.057,-2.1,2.168,-0.724,-2.535,0.566,-1.618,0.232,-2.364,-0.568,4.159,-4.621,1.443,0.692,4.275,-2.093,-0.738,-2.923,2.806,3.247
1.0,-4.147,0.956,3.388,-1.952,1.424,2.992,-0.274,-4.047,-2.673,3.563,2.155,-2.783,-4.384,1.297,-0.897,3.63,0.694,-2.079,-0.046,1.675
0.0,4.504,-0.002,-4.289,4.485,0.85,-1.83,4.51,0.372,3.068,-2.325,5.627,-5.347,-5.551,-7.519,3.656,-1.386,0.27,-3.625,-1.319,3.427
0.0,1.472,2.327,0.09,-2.116,1.282,-3.03,-5.457,2.582,-3.313,3.735,-4.858,-1.899,1.002,-0.75,-5.363,-0.427,-3.121,-3.689,0.709,1.358
0.0,-0.265,1.242,2.323,-6.673,-3.97,-6.467,-3.413,-0.309,-3.224,-2.606,-4.24,-2.703,3.202,2.255,1.628,1.601,-6.164,-0.191,1.942,-4.345
1.0,-3.536,1.195,0.572,-0.989,0.503,-1.936,-1.745,-1.2,-0.757,2.54,-0.405,-4.97,-3.201,1.849,-0.288,2.558,-0.996,-3.139,1.041,0.764
1.0,-3.017,4.173,3.567,1.878,1.829,-5.822,-3.096,-4.16,-1.194,0.478,-1.167,2.671,-1.234,7.133,-0.426,-1.406,2.402,-0.723,-0.362,-2.762
1.0,-4.379,-1.835,1.829,1.477,3.539,2.157,-3.259,1.513,-2.547,1.727,-3.825,-1.592,-8.027,6.195,6.587,3.195,0.172,-3.102,-2.662,-3.594
2.0,-2.393,-6.641,1.673,0.864,-1.522,-3.314,0.625,-2.242,-1.644,4.453,0.221,-0.91,-3.362,5.153,-1.111,2.46,-3.632,-3.427,2.936,0.021
1.0,0.794,-1.029,3.3,5.284,3.647,-3.652,-4.396,-2.683,-1.593,-2.765,1.258,-2.362,2.362,2.139,-3.169,-2.266,2.338,2.346,-0.131,6.239
1.0,0.356,-1.236,-0.571,2.943,-3.083,-0.919,0.073,-2.208,-0.386,2.791,-3.972,-2.301,-0.566,4.571,-5.502,-0.118,-2.306,-0.312,-0.567,1.177
1.0,-2.455,3.978,2.324,3.29,0.411,-2.69,-4.136,2.643,-0.065,0.223,-0.135,-1.689,3.292,6.689,2.498,6.033,-0.077,0.613,8.1,4.301
2.0,4.258,0.473,-1.717,5.032,1.744,-3.367,2.998,4.249,0.213,4.189,-0.353,-6.268,1.11,-0.419,0.806,0.811,-1.183,-2.315,0.33,2.002
0.0,2.95,-0.503,-0.835,-1.433,1.025,-2.529,-2.214,2.021,-2.379,6.363,1.035,-1.74,-3.51,-0.13,1.758,-1.725,4.281,-0.607,3.32,3.788
2.0,1.206,-3.428,0.832,-0.863,-6.259,-3.067,-0.66,0.393,2.75,-4.11,-1.318,1.358,-3.522,-1.537,2.304,-1.125,-0.583,-3.15,4.518,-5.697
2.0,1.202,-3.685,3.125,-1.668,0.348,-4.18,-0.252,-4.499,-3.845,3.583,0.791,1.797,-0.558,0.625,-1.012,1.688,-6.258,-0.762,0.891,3.948
2.0,1.891,0.001,1.182,-0.416,-0.504,0.298,-3.54,-0.972,-0.218,1.21,-1.483,2.37,-3.564,-1.921,-3.473,-2.914,-1.219,0.823,-1.79,-3.804
0.0,-1.092,-3.606,-8.47,-1.517,1.803,-1.205,1.829,-0.225,-1.5,1.945,8.651,0.714,0.469,-3.008,0.651,1.387,5.551,1.053,4.537,2.983
2.0,3.546,1.982,-0.825,-1.019,2.97,-4.119,1.137,4.748,3.309,1.741,4.082,-3.682,2.325,-0.423,1.55,-1.295,-0.545,-2.348,-3.183,2.853
0.0,-2.756,-2.544,0.328,-4.593,1.148,-3.769,-7.368,3.27,-0.22,-0.851,3.537,-0.779,-3.892,-2.72,-0.523,3.337,2.032,-2.452,4.054,4.828
1.0,-0.203,-0.605,4.715,2.533,6.628,-4.464,0.116,-2.252,-2.823,3.796,0.806,-3.178,-0.309,3.413,-1.298,-1.267,6.407,-0.41,3.258,5.21
1.0,1.127,-1.291,1.574,0.37,3.724,-3.19,-6.825,2.651,5.083,-6.49,5.012,-3.847,5.593,0.974,-3.985,0.51,-4.115,5.351,-0.382,1.646
2.0,-0.142,-3.708,3.506,-0.77,-0.599,0.766,-3.447,-0.58,-3.263,-1.294,3.379,3.803,-1.273,-3.595,-1.963,0.713,-4.266,3.608,-2.82,-0.365
2.0,0.659,0.101,2.522,-0.192,-2.457,-1.447,-4.531,-2.483,1.213,-1.592,-0.995,3.996,-1.909,0.899,-0.134,-2.672,-2.411,-1.077,-1.573,0.564
1.0,-1.387,2.496,-2.216,-0.97,5.185,-4.367,-4.134,0.454,1.901,-6.014,-0.036,-3.102,10.834,2.688,-1.918,8.395,-9.355,7.99,11.084,9.641
2.0,1.561,-3.735,0.528,1.06,-2.371,-4.347,1.52,-2.781,-4.166,3.688,-0.502,-3.293,-2.817,0.328,0.602,1.955,-0.102,-4.486,3.317,-0.344
1.0,-0.68,2.787,0.119,0.481,0.44,-3.45,-1.199,5.008,4.063,-2.681,-5.101,-4.114,3.32,2.892,-0.978,0.429,-3.264,2.774,0.089,4.814
1.0,-2.305,4.529,-0.966,2.141,2.664,-1.053,-3.206,0.933,-4.25,4.071,-1.603,1.626,-2.603,3.817,0.412,1.483,3.199,1.491,-0.938,-0.542
2.0,4.36,-0.651,0.976,-4.22,-2.873,-4.236,2.276,1.331,1.326,0.135,5.896,-2.069,-0.42,-0.604,0.669,-0.941,2.21,-7.416,-1.001,3.005
1.0,1.081,1.768,-0.194,1.091,2.333,4.696,-0.068,-2.43,0.999,0.853,-0.406,-1.149,2.261,2.816,0.742,2.433,4.811,-5.665,0.241,6.59
2.0,-2.77,-0.282,1.549,-0.775,-2.194,1.162,-2.08,0.894,3.011,-4.545,-1.839,0.48,-1.288,-0.208,1.754,-3.784,-2.332,-1.774,-1.206,-1.576
